Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
tim williams,"13 years, 9 months","San Francisco, CA, United States","162,203",16.0m,"7,688",4,,,,"vba 9,420,excel 8,733,arrays 488,ms-word 348,excel-formula 284,ms-access 269,",https://stackoverflow.com/users/478884/tim-williams
alexey mezenin,"12 years, 4 months",,"162,624",18.7m,"3,543",6,,,,"laravel 13,757,php 9,262,laravel-5 3,608,eloquent 2,263,mysql 1,217,laravel-5.3 979,",https://stackoverflow.com/users/1227923/alexey-mezenin
jacob relkin,"14 years, 7 months",New York,"162,638",21.3m,"1,348",23,,,,"javascript 5,819,objective-c 3,655,ios 2,235,jquery 2,156,php 1,763,iphone 1,593,",https://stackoverflow.com/users/220819/jacob-relkin
rob kennedy,"15 years, 8 months","Twin Cities, Minn.","162,663",14.0m,"2,071",19,23,281,473,"delphi 7,611,c++ 3,174,winapi 539,c 520,multithreading 459,windows 455,",https://stackoverflow.com/users/33732/rob-kennedy
kenorb,"15 years, 6 months","London, UK","162,683",168.9m,"1,387",118,,,,"git 2,928,bash 2,692,linux 1,946,shell 1,605,macos 1,264,python 918,",https://stackoverflow.com/users/55075/kenorb
brad,"14 years, 1 month","Illinois, USA","162,778",21.8m,"4,030",261,,,,"php 5,642,javascript 3,246,node.js 2,748,html 1,350,jquery 919,audio 723,",https://stackoverflow.com/users/362536/brad
forpas,"5 years, 9 months",,"162,977",4.0m,"8,480",0,10,42,80,"sql 4,502,mysql 2,573,sqlite 2,253,sql-server 1,036,android 967,java 839,",https://stackoverflow.com/users/10498828/forpas
patrick hofman,"12 years, 9 months",Netherlands,"155,976",11.1m,"3,558",5,,,,"c# 11,420,.net 3,795,asp.net 1,026,sql 706,linq 509,winforms 474,",https://stackoverflow.com/users/993547/patrick-hofman
svish,"15 years, 8 months",Norway,"156,127",13.7m,292,519,,,,"c# 635,php 568,.net 168,css 143,html 86,java 55,",https://stackoverflow.com/users/39321/svish
mr alien,"11 years, 11 months","Mumbai, India","156,382",22.6m,"1,780",30,,,,"css 10,410,html 8,389,css-float 1,574,php 1,077,javascript 881,jquery 809,",https://stackoverflow.com/users/1542290/mr-alien
hek2mgl,"14 years, 10 months",Berlin,"156,001",14.8m,"3,468",6,,,,"php 4,154,bash 4,133,linux 2,920,shell 2,243,awk 1,159,sed 1,060,",https://stackoverflow.com/users/171318/hek2mgl
jewelsea,"12 years, 6 months","Cupertino, CA","156,597",14.2m,"2,518",1,,,,"javafx 10,020,java 6,397,javafx-2 4,426,fxml 1,368,javafx-8 1,256,user-interface 642,",https://stackoverflow.com/users/1155209/jewelsea
oz10,"15 years, 10 months","St Louis, MO","156,718",10.6m,173,62,,,,"c++ 1,253,c 916,multithreading 882,stl 103,meson-build 38,build-system 29,",https://stackoverflow.com/users/14069/oz10
shafik yaghmour,"11 years, 9 months","NY, United States","157,068",12.4m,"1,674",24,,,,"c++ 11,614,c 4,578,c++11 3,632,language-lawyer 2,527,undefined-behavior 1,719,gcc 1,676,",https://stackoverflow.com/users/1708801/shafik-yaghmour
arun p johny,"15 years, 1 month","Cary, NC, USA","387,350",36.7m,"11,117",67,,,,"jquery 22,560,javascript 19,829,html 6,175,css 2,499,angularjs 2,087,ajax 1,579,",https://stackoverflow.com/users/114251/arun-p-johny
g%c3%bcnter z%c3%b6chbauer,"14 years, 7 months","Linz, Austria","647,745",99.2m,"9,321",93,,,,"angular 64,366,dart 23,105,flutter 15,587,typescript 14,778,javascript 9,409,angular2-routing 4,408,",https://stackoverflow.com/users/217408/g%c3%bcnter-z%c3%b6chbauer
nick craver,"15 years, 10 months","Winston-Salem, NC","628,261",82.3m,"6,164",9,,,,"jquery 45,343,javascript 26,108,html 8,619,css 7,164,jquery-selectors 3,382,jquery-ui 3,344,",https://stackoverflow.com/users/13249/nick-craver
cletus,"15 years, 10 months","New York, New York, United States","622,267",95.9m,"2,961",57,169,915,945,"java 15,365,jquery 9,720,css 7,763,php 7,051,javascript 6,935,html 6,426,",https://stackoverflow.com/users/18393/cletus
wiktor stribi%c5%bcew,10 years,"Warsaw, Poland","621,312",34.4m,"20,441",0,,,,"regex 40,702,python 6,232,javascript 5,662,c# 3,548,string 3,324,r 3,205,",https://stackoverflow.com/users/3832970/wiktor-stribi%c5%bcew
david heffernan,"14 years, 10 months","Ulverston, United Kingdom","609,256",54.2m,"12,784",84,,,,"delphi 33,071,c++ 8,381,c# 7,505,winapi 6,832,c 5,475,windows 5,375,",https://stackoverflow.com/users/505088/david-heffernan
bozho,"14 years, 8 months","Sofia, Bulgaria","594,068",104.7m,"5,607",154,,,,"java 49,980,spring 6,469,hibernate 6,277,jpa 5,211,servlets 3,082,jsp 2,046,",https://stackoverflow.com/users/203907/bozho
sven marnach,"14 years, 4 months","Preetz, Germany","592,743",67.7m,"2,588",12,,,,"python 55,533,list 7,644,dictionary 7,597,string 7,444,numpy 4,395,python-3.x 2,377,",https://stackoverflow.com/users/279627/sven-marnach
daniel roseman,"15 years, 2 months","London, United Kingdom","596,025",42.7m,"12,821",8,,,,"django 33,854,python 31,414,django-models 6,619,django-templates 3,388,django-forms 2,720,django-views 1,969,",https://stackoverflow.com/users/104349/daniel-roseman
bite code,"15 years, 10 months",,"590,565",38.8m,471,212,,,,"python 21,334,javascript 5,513,php 3,070,orm 528,html 437,django 394,",https://stackoverflow.com/users/9951/bite-code
frank van puffelen,"14 years, 8 months","San Francisco, CA","590,429",28.8m,"17,761",26,,,,"firebase 38,087,firebase-realtime-database 14,497,javascript 10,107,google-cloud-firestore 9,001,android 8,754,firebase-authentication 6,421,",https://stackoverflow.com/users/209103/frank-van-puffelen
remy lebeau,"15 years, 5 months",United States,"579,489",34.0m,"17,052",6,,,,"delphi 18,807,c++ 16,802,winapi 6,135,indy 3,464,sockets 3,399,windows 2,992,",https://stackoverflow.com/users/65863/remy-lebeau
pascal thivent,"15 years, 4 months",,"567,765",78.3m,"4,678",2,,,,"java 35,481,maven-2 15,518,hibernate 10,987,jpa 8,855,orm 8,552,jakarta-ee 3,625,",https://stackoverflow.com/users/70604/pascal-thivent
nickf,"15 years, 10 months","Zürich, Switzerland","542,931",80.3m,"1,698",329,,,,"javascript 22,518,jquery 9,643,php 5,110,html 4,763,css 1,714,arrays 1,656,",https://stackoverflow.com/users/9021/nickf
reed copsey,"15 years, 5 months","Yarmouth, ME, USA","560,960",63.1m,"7,403",18,,,,"c# 41,289,.net 14,770,wpf 5,655,linq 3,470,multithreading 2,768,c++ 2,526,",https://stackoverflow.com/users/65358/reed-copsey
konrad rudolph,"15 years, 11 months","Basel, Switzerland","540,692",74.6m,"4,704",107,,,,"c++ 15,167,c# 10,078,r 4,401,.net 3,059,string 2,867,vb.net 2,141,",https://stackoverflow.com/users/1968/konrad-rudolph
bill karwin,"15 years, 9 months",California,"555,911",53.1m,"9,335",14,,,,"mysql 29,204,sql 15,986,php 6,657,database 6,612,database-design 3,886,pdo 1,447,",https://stackoverflow.com/users/20860/bill-karwin
martin r,"12 years, 5 months",Germany,"537,270",21.6m,"6,046",8,96,"1,265","1,408","swift 36,658,ios 18,846,objective-c 9,832,arrays 5,435,core-data 3,979,xcode 2,896,",https://stackoverflow.com/users/1187415/martin-r
bobince,"15 years, 10 months","Cambridge, UK","533,707",82.9m,"4,564",1,,,,"javascript 22,900,html 12,313,css 8,519,python 5,007,unicode 4,752,jquery 3,770,",https://stackoverflow.com/users/18936/bobince
peter lawrey,"15 years, 5 months","Surrey, UK","531,003",112.9m,"13,475",37,,,,"java 52,197,multithreading 3,943,performance 3,754,arrays 3,063,jvm 2,482,string 2,057,",https://stackoverflow.com/users/57695/peter-lawrey
matt,"14 years, 2 months",,"527,718",29.5m,"11,985",181,,,,"swift 23,103,ios 20,924,objective-c 7,304,xcode 6,826,iphone 2,405,autolayout 1,938,",https://stackoverflow.com/users/341994/matt
tvanfosson,"15 years, 10 months","Iowa City, IA","529,812",85.1m,"5,308",41,,,,"javascript 14,008,jquery 9,612,c# 9,609,asp.net-mvc 5,671,.net 3,768,asp.net 2,212,",https://stackoverflow.com/users/12950/tvanfosson
chepner,"12 years, 6 months",Massachusetts,"520,093",43.4m,"13,381",6,,,,"bash 20,906,python 15,926,shell 8,189,linux 3,867,haskell 3,330,python-3.x 3,138,",https://stackoverflow.com/users/1126841/chepner
kennytm,"14 years, 7 months",Hong Kong,"519,334",52.5m,"3,801",13,108,"1,093","1,010","python 9,318,c++ 7,939,javascript 6,257,objective-c 5,950,iphone 5,523,c 4,468,",https://stackoverflow.com/users/224671/kennytm
amber,"14 years, 11 months","Vancouver, BC","520,131",60.2m,"3,413",2,,,,"git 24,602,python 12,768,php 3,679,regex 2,651,string 1,669,mysql 1,417,",https://stackoverflow.com/users/148870/amber
deceze,"15 years, 11 months",♦,"518,061",44.2m,"8,803",84,,,,"php 28,838,javascript 6,121,arrays 3,908,python 3,078,mysql 2,555,html 2,418,",https://stackoverflow.com/users/476/deceze
tim biegeleisen,"11 years, 7 months",Singapore,"514,853",28.5m,"22,084",78,,,,"sql 10,877,mysql 7,124,java 4,298,regex 4,132,sql-server 3,992,r 3,184,",https://stackoverflow.com/users/1863229/tim-biegeleisen
jerry coffin,"14 years, 9 months","San Diego, CA, United States","485,759",63.2m,"9,052",3,,,,"c++ 31,542,c 11,636,c++11 3,296,string 3,242,algorithm 2,268,stl 2,214,",https://stackoverflow.com/users/179910/jerry-coffin
kerrek sb,"14 years, 1 month",West of house,"472,979",41.7m,"6,311",73,93,891,"1,096","c++ 34,162,c++11 10,129,c 6,726,templates 3,413,stl 2,471,pointers 1,727,",https://stackoverflow.com/users/596781/kerrek-sb
torek,"12 years, 4 months","Bellingham, WA, USA","475,150",35.4m,"8,033",5,64,708,835,"git 39,048,github 4,343,branch 3,344,merge 3,149,git-branch 2,344,version-control 1,912,",https://stackoverflow.com/users/1256452/torek
mysticial,"12 years, 10 months",San Francisco Bay Area,"469,145",12.9m,845,2,,,,"c++ 46,463,performance 42,993,java 36,176,c 5,703,assembly 3,167,arrays 876,",https://stackoverflow.com/users/922184/mysticial
nicol bolas,"13 years, 2 months",,"466,572",20.4m,"6,510",41,,,,"c++ 26,730,opengl 10,875,c++11 8,523,glsl 4,164,c++17 3,659,c++20 3,399,",https://stackoverflow.com/users/734069/nicol-bolas
alecxe,"13 years, 1 month","New York, United States","470,428",46.5m,"8,575",223,,,,"python 29,650,selenium 7,782,selenium-webdriver 5,743,web-scraping 4,445,protractor 4,176,javascript 4,075,",https://stackoverflow.com/users/771848/alecxe
mark longair,"14 years, 7 months","London, United Kingdom","460,797",39.9m,721,23,,,,"git 41,076,github 11,917,git-branch 4,510,python 2,903,bash 1,526,git-submodules 1,287,",https://stackoverflow.com/users/223092/mark-longair
willem van onsem,"15 years, 5 months","Ypres, Belgium","467,109",17.4m,"13,763",97,,,,"python 14,296,django 13,756,haskell 9,611,django-models 3,615,list 2,501,python-3.x 2,303,",https://stackoverflow.com/users/67579/willem-van-onsem
matthew rankin,"15 years, 2 months","Independence, Missouri United States","460,759",17.3m,118,72,39,127,165,"python 1,385,django 774,django-models 690,go 345,git 304,pip 263,",https://stackoverflow.com/users/95592/matthew-rankin
codaddict,"14 years, 7 months","Mountain View, CA","451,714",75.6m,"2,817",8,,,,"php 8,027,regex 7,719,string 6,199,java 4,050,c 3,547,c++ 2,263,",https://stackoverflow.com/users/227665/codaddict
stephen cleary,"14 years, 5 months","Kingsley, MI","450,741",30.9m,"5,137",13,,,,"c# 36,744,async-await 26,027,asynchronous 16,038,.net 9,060,task-parallel-library 7,787,task 4,425,",https://stackoverflow.com/users/263693/stephen-cleary
tim schmelter,"14 years, 4 months",Code desert,"457,365",55.6m,"10,893",185,,,,"c# 27,571,asp.net 7,053,linq 6,525,.net 5,435,vb.net 4,634,sql 4,466,",https://stackoverflow.com/users/284240/tim-schmelter
martin smith,"15 years, 4 months","Rugby, United Kingdom","448,210",84.8m,"5,155",22,,,,"sql-server 31,763,sql 23,097,t-sql 15,592,sql-server-2008 8,336,sql-server-2005 3,710,mysql 2,252,",https://stackoverflow.com/users/73226/martin-smith
jon,"15 years, 6 months",Berlin,"434,736",47.3m,"5,380",14,,,,"php 11,665,c# 11,078,javascript 6,059,c++ 3,045,arrays 2,997,jquery 2,710,",https://stackoverflow.com/users/50079/jon
pekka,"14 years, 9 months","Tabayesco, Lanzarote, Canary Islands","447,217",100.9m,"6,936",257,,,,"php 19,334,html 8,172,css 6,308,javascript 4,882,mysql 4,696,jquery 2,214,",https://stackoverflow.com/users/187606/pekka
mu is too short,"13 years, 9 months","Gibsons, BC , Canada","432,350",33.2m,"5,776",5,,,,"ruby 9,487,postgresql 8,644,ruby-on-rails 8,245,sql 6,209,javascript 4,808,jquery 3,332,",https://stackoverflow.com/users/479863/mu-is-too-short
rob,"12 years, 4 months","Los Angeles, CA, USA","430,828",23.7m,"6,990",36,74,824,"1,073","ios 24,016,swift 19,665,objective-c 8,678,grand-central-dispatch 3,343,xcode 2,220,iphone 1,782,",https://stackoverflow.com/users/1271826/rob
quassnoi,"15 years, 6 months","Moscow, Russia","421,924",67.4m,"4,090",16,91,624,619,"sql 24,912,mysql 13,844,sql-server 9,969,t-sql 7,110,database 4,604,oracle 4,561,",https://stackoverflow.com/users/55159/quassnoi
gbn,"15 years, 9 months",Switzerland,"429,068",78.6m,"5,248",10,,,,"sql 25,838,sql-server 24,831,t-sql 13,727,sql-server-2005 7,439,sql-server-2008 6,819,mysql 1,776,",https://stackoverflow.com/users/27535/gbn
bohemian,"14 years, 5 months",♦,"421,131",56.4m,"10,015",129,,,,"java 23,022,regex 5,192,mysql 4,921,sql 4,570,string 2,717,postgresql 2,292,",https://stackoverflow.com/users/256196/bohemian
mklement0,"15 years, 7 months",United States,"419,555",53.7m,"8,090",23,,,,"powershell 20,345,bash 7,794,shell 3,487,windows 2,718,sed 1,844,regex 1,633,",https://stackoverflow.com/users/45375/mklement0
mehrdad afshari,"15 years, 8 months",,"419,360",55.2m,"2,280",8,,,,"c# 22,055,.net 8,971,c 4,119,c++ 3,972,asp.net 2,926,linq 2,726,",https://stackoverflow.com/users/33708/mehrdad-afshari
shepmaster,"14 years, 11 months","Pittsburgh, PA","418,883",18.9m,"3,206",100,,,,"rust 37,344,rust-cargo 2,925,lifetime 2,187,borrow-checker 1,360,traits 1,119,iterator 1,075,",https://stackoverflow.com/users/155423/shepmaster
aioobe,"14 years, 5 months","Stockholm, Sweden","418,492",48.0m,"3,054",159,,,,"java 31,411,android 2,848,string 2,250,multithreading 1,894,collections 1,723,arrays 1,202,",https://stackoverflow.com/users/276052/aioobe
pointy,"14 years, 9 months","Austin, TX","411,246",45.5m,"6,837",59,,,,"javascript 31,610,jquery 8,210,html 4,091,arrays 3,085,css 1,220,json 854,",https://stackoverflow.com/users/182668/pointy
eran,"12 years, 4 months",Israel,"392,050",23.3m,"8,603",12,,,,"java 34,123,java-8 10,601,java-stream 6,092,push-notification 2,879,lambda 2,730,arrays 2,455,",https://stackoverflow.com/users/1221571/eran
cs95,"9 years, 2 months",At an ipython shell near you,"396,469",98.1m,"5,647",154,,,,"python 37,438,pandas 29,401,dataframe 18,040,numpy 3,663,string 2,763,list 2,656,",https://stackoverflow.com/users/4909087/cs95
s lott,"15 years, 10 months","Norfolk, VA","389,570",81.1m,"3,778",15,,,,"python 26,157,django 3,818,oop 1,548,java 1,011,unit-testing 937,database 735,",https://stackoverflow.com/users/10661/s-lott
edchum,"13 years, 3 months",,"389,400",54.9m,"3,057",3,,,,"pandas 34,410,python 34,301,dataframe 13,957,datetime 3,731,csv 2,820,numpy 1,581,",https://stackoverflow.com/users/704848/edchum
aaron hall,"13 years, 7 months",♦,"388,193",191.9m,660,30,,,,"python 38,172,dictionary 10,412,exception 6,432,list 4,139,string 1,782,python-3.x 762,",https://stackoverflow.com/users/541136/aaron-hall
lasse v karlsen,"15 years, 11 months","Porsgrunn, Norge","387,903",44.7m,"2,895",301,,,,"c# 13,686,.net 6,248,sql-server 4,171,sql 2,673,mercurial 1,143,multithreading 904,",https://stackoverflow.com/users/267/lasse-v-karlsen
sehe,"15 years, 3 months",Netherlands,"387,584",28.0m,"9,378",17,,,,"c++ 17,435,boost 10,038,boost-spirit 2,714,vim 2,686,c++11 2,050,c# 2,039,",https://stackoverflow.com/users/85371/sehe
nina scholz,"12 years, 1 month","Düsseldorf, Germany","384,049",27.5m,"14,660",0,,,,"javascript 30,348,arrays 12,486,object 2,940,ecmascript-6 2,494,sorting 2,454,json 1,721,",https://stackoverflow.com/users/1447675/nina-scholz
rob mayoff,"15 years, 4 months","Austin, TX, USA","382,870",19.2m,"4,453",2,,,,"ios 18,333,objective-c 14,032,swift 7,677,xcode 4,977,iphone 4,254,cocoa-touch 1,961,",https://stackoverflow.com/users/77567/rob-mayoff
ronak shah,"9 years, 11 months","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","385,781",12.4m,"17,114",34,,,,"r 26,230,dplyr 6,592,dataframe 4,263,tidyverse 2,060,data.table 1,122,ggplot2 903,",https://stackoverflow.com/users/3962914/ronak-shah
lightness races in orbit,"13 years, 6 months",,"382,988",33.2m,"7,122",265,,,,"c++ 25,962,c++11 3,855,c 2,340,javascript 2,323,php 1,870,pointers 1,339,",https://stackoverflow.com/users/560648/lightness-races-in-orbit
poke,"14 years, 8 months","Dortmund, Germany","381,956",34.7m,"3,516",82,,,,"python 16,568,list 6,398,c# 6,171,git 6,078,asp.net-core 5,147,python-3.x 1,876,",https://stackoverflow.com/users/216074/poke
sarfraz,15 years,"Karachi, Pakistan","382,046",71.9m,"4,316",189,,,,"jquery 14,422,javascript 11,264,php 10,760,html 4,811,css 2,357,arrays 2,072,",https://stackoverflow.com/users/139459/sarfraz
polygenelubricants,"14 years, 5 months","Palo Alto, CA","381,238",46.3m,"1,427",110,,,,"java 27,451,regex 6,423,string 4,935,generics 1,608,collections 1,597,javascript 1,435,",https://stackoverflow.com/users/276101/polygenelubricants
bryan oakley,"15 years, 10 months","Choctaw, OK","381,387",46.9m,"9,138",36,,,,"python 23,686,tkinter 18,732,python-3.x 3,660,robotframework 2,989,user-interface 2,101,python-2.7 1,047,",https://stackoverflow.com/users/7432/bryan-oakley
denys s%c3%a9guret,"14 years, 5 months","Lyon, France","379,199",42.6m,"5,548",79,,,,"javascript 17,181,jquery 8,237,go 5,783,java 5,149,html 3,614,arrays 2,012,",https://stackoverflow.com/users/263525/denys-s%c3%a9guret
ikegami,"13 years, 5 months",,"379,568",19.1m,"9,626",28,16,278,533,"perl 27,756,regex 3,386,c 2,393,arrays 1,566,hash 1,084,bash 738,",https://stackoverflow.com/users/589924/ikegami
ned batchelder,"15 years, 10 months","Boston, MA","371,968",47.6m,"2,769",43,,,,"python 27,652,list 6,347,django 3,046,python-3.x 890,coverage.py 753,unit-testing 679,",https://stackoverflow.com/users/14343/ned-batchelder
andy hayden,"12 years, 4 months",San Francisco Bay Area,"370,783",70.8m,"1,959",55,,,,"python 31,836,pandas 31,252,dataframe 13,734,numpy 2,496,csv 2,151,python-2.7 2,102,",https://stackoverflow.com/users/1240268/andy-hayden
ciro santilli ourbigbook com,"12 years, 11 months",1999法轮功，2018包子露宪,"370,218",154.5m,"1,795",161,,,,"git 5,606,c 4,280,c++ 3,840,python 3,329,linux 2,696,assembly 1,803,",https://stackoverflow.com/users/895245/ciro-santilli-ourbigbook-com
templatetypedef,"13 years, 8 months",,"369,532",26.2m,"4,346",176,,,,"algorithm 13,422,c++ 11,977,data-structures 4,964,big-o 4,480,java 3,765,c 3,710,",https://stackoverflow.com/users/501557/templatetypedef
j%c3%b6rg w mittag,"15 years, 10 months","Karlsruhe, Germany","367,637",28.7m,"3,986",2,,,,"ruby 19,164,scala 2,106,python 1,944,ruby-on-rails 1,819,javascript 1,611,java 1,285,",https://stackoverflow.com/users/2988/j%c3%b6rg-w-mittag
sepp2k,"14 years, 11 months","Lübeck, Germany","368,009",36.5m,"3,171",5,55,678,679,"ruby 13,609,haskell 4,725,java 2,108,c 1,855,scala 1,698,functional-programming 1,588,",https://stackoverflow.com/users/149392/sepp2k
certainperformance,"6 years, 4 months","Austin, TX, USA","366,432",23.5m,"11,142",2,,,,"javascript 24,060,arrays 3,859,reactjs 2,940,typescript 2,835,html 2,039,node.js 1,981,",https://stackoverflow.com/users/9515207/certainperformance
